name,bioguide_id,state,Freq_x,thomas_id,Freq_y,NId
"Schakowsky, Janice D.",S001145,IL,616.0,01588,5683.0,447
"Schatz, Brian",S001194,HI,337.0,02173,362.0,448
"Schiff, Adam B.",S001150,CA,419.0,01635,2993.0,449
"Schock, Aaron",S001179,IL,66.0,01920,1099.0,450
"Schrader, Kurt",S001180,OR,235.0,01950,587.0,451
"Schumer, Charles E.",S000148,NY,446.0,01036,6816.0,452
"Schweikert, David",S001183,AZ,286.0,01994,451.0,453
"Scott, Austin",S001189,GA,315.0,02009,451.0,454
"Scott, David",S001157,GA,344.0,01722,1765.0,455
"Scott, Robert C. ""Bobby""",S000185,VA,355.0,01037,3035.0,456
"Scott, Tim",S001184,SC,217.0,02056,429.0,457
"Sensenbrenner, F. James, Jr.",S000244,WI,281.0,01041,1423.0,458
"Serrano, Jose E.",S000248,NY,418.0,01042,5068.0,459
"Sessions, Jeff",S001141,AL,172.0,01548,1658.0,460
"Sessions, Pete",S000250,TX,467.0,01525,3276.0,461
"Sewell, Terri A.",S001185,AL,221.0,01988,377.0,462
"Shaheen, Jeanne",S001181,NH,463.0,01901,903.0,463
"Shelby, Richard C.",S000320,AL,84.0,01049,3399.0,464
"Sherman, Brad",S000344,CA,306.0,01526,2889.0,465
"Shimkus, John",S000364,IL,172.0,01527,2520.0,466
"Shuster, Bill",S001154,PA,160.0,01681,1384.0,467
"Simpson, Michael K.",S001148,ID,167.0,01590,1609.0,468
"Sinema, Kyrsten",S001191,AZ,371.0,02099,321.0,469
"Sires, Albio",S001165,NJ,324.0,01818,1857.0,470
"Slaughter, Louise McIntosh",S000480,NY,568.0,01069,6125.0,471
"Smith, Adam",S000510,WA,350.0,01528,2530.0,472
"Smith, Adrian",S001172,NE,141.0,01860,627.0,473
"Smith, Christopher H.",S000522,NJ,285.0,01071,6558.0,474
"Smith, Jason",S001195,MO,238.0,02191,153.0,475
"Smith, Lamar",S000583,TX,338.0,01075,3046.0,476
"Speier, Jackie",S001175,CA,404.0,01890,1157.0,477
"Stabenow, Debbie",S000770,MI,366.0,01531,3027.0,478
"Stefanik, Elise M.",S001196,NY,299.0,,,479
"Stewart, Chris",S001192,UT,269.0,02168,225.0,480
"Stivers, Steve",S001187,OH,398.0,02047,794.0,481
"Stutzman, Marlin A.",S001188,IN,141.0,01981,373.0,482
"Sullivan, Dan",S001198,AK,209.0,,,483
"Swalwell, Eric",S001193,CA,563.0,02104,376.0,484
"Takai, Mark",T000473,HI,312.0,,,485
"Takano, Mark",T000472,CA,677.0,02110,537.0,486
"Tester, Jon",T000464,MT,353.0,01829,1196.0,487
"Thompson, Bennie G.",T000193,MS,265.0,01151,3227.0,488
"Thompson, Glenn",T000467,PA,277.0,01952,783.0,489
"Thompson, Mike",T000460,CA,403.0,01593,2218.0,490
"Thornberry, Mac",T000238,TX,111.0,01155,1448.0,491
"Thune, John",T000250,SD,267.0,01534,1166.0,492
"Tiberi, Patrick J.",T000462,OH,258.0,01664,1649.0,493
"Tillis, Thom",T000476,NC,240.0,,,494
"Tipton, Scott  R.",T000470,CO,292.0,01997,388.0,495
"Titus, Dina",T000468,NV,352.0,01940,712.0,496
"Tonko, Paul",T000469,NY,482.0,01942,1292.0,497
"Toomey, Pat",T000461,PA,227.0,02085,400.0,498
"Torres, Norma J.",T000474,CA,235.0,,,499
"Trott, David A.",T000475,MI,192.0,,,500
"Tsongas, Niki",T000465,MA,359.0,01884,1039.0,501
"Turner, Michael R.",T000463,OH,191.0,01741,1093.0,502
"Udall, Tom",U000039,NM,318.0,01567,2259.0,503
"Upton, Fred",U000031,MI,114.0,01177,3824.0,504
"Valadao, David G.",V000129,CA,261.0,02105,197.0,505
"Van Hollen, Chris",V000128,MD,515.0,01729,2884.0,506
"Vargas, Juan",V000130,CA,443.0,02112,429.0,507
"Veasey, Marc A.",V000131,TX,418.0,02166,321.0,508
"Vela, Filemon",V000132,TX,202.0,02167,180.0,509
"Velazquez, Nydia M.",V000081,NY,303.0,01184,2581.0,510
"Visclosky, Peter J.",V000108,IN,140.0,01188,1949.0,511
"Vitter, David",V000127,LA,401.0,01609,2239.0,512
"Wagner, Ann",W000812,MO,260.0,02137,206.0,513
"Walberg, Tim",W000798,MI,287.0,01855,591.0,514
"Walden, Greg",W000791,OR,148.0,01596,1515.0,515
"Walker, Mark",W000819,NC,159.0,,,516
"Walorski, Jackie",W000813,IN,286.0,02128,199.0,517
"Walters, Mimi",W000820,CA,176.0,,,518
"Walz, Timothy J.",W000799,MN,358.0,01856,1370.0,519
"Warner, Mark R.",W000805,VA,254.0,01897,544.0,520
"Warren, Elizabeth",W000817,MA,388.0,02182,307.0,521
"Wasserman Schultz, Debbie",W000797,FL,329.0,01777,1766.0,522
"Waters, Maxine",W000187,CA,258.0,01205,3446.0,523
"Watson Coleman, Bonnie",W000822,NJ,465.0,,,524
"Weber, Randy K., Sr.",W000814,TX,397.0,02161,304.0,525
"Webster, Daniel",W000806,FL,172.0,02002,242.0,526
"Welch, Peter",W000800,VT,500.0,01879,1823.0,527
"Wenstrup, Brad R.",W000815,OH,204.0,02152,170.0,528
"Westerman, Bruce",W000821,AR,274.0,,,529
"Westmoreland, Lynn A.",W000796,GA,218.0,01779,1683.0,530
"Whitehouse, Sheldon",W000802,RI,420.0,01823,1610.0,531
"Whitfield, Ed",W000413,KY,134.0,01222,1904.0,532
"Wicker, Roger F.",W000437,MS,297.0,01226,2313.0,533
"Williams, Roger",W000816,TX,226.0,02165,145.0,534
"Wilson, Frederica S.",W000808,FL,506.0,02004,897.0,535
"Wilson, Joe",W000795,SC,291.0,01688,3128.0,536
"Wittman, Robert J.",W000804,VA,291.0,01886,1294.0,537
"Womack, Steve",W000809,AR,158.0,01991,396.0,538
"Woodall, Rob",W000810,GA,120.0,02008,220.0,539
"Wyden, Ron",W000779,OR,383.0,01247,5245.0,540
"Yarmuth, John A.",Y000062,KY,334.0,01853,1019.0,541
"Yoder, Kevin",Y000063,KS,209.0,02021,439.0,542
"Yoho, Ted S.",Y000065,FL,338.0,02115,310.0,543
"Young, David",Y000066,IA,298.0,,,544
"Young, Don",Y000033,AK,370.0,01256,5450.0,545
"Young, Todd C.",Y000064,IN,197.0,02019,399.0,546
"Zeldin, Lee M.",Z000017,NY,258.0,,,547
"Zinke, Ryan K.",Z000018,MT,361.0,,,548
"Abdnor, James",,SD,,00001,1119.0,549
"Abercrombie, Neil",,HI,,00002,4471.0,550
"Abraham, Spencer",,MI,,01269,836.0,551
"Acevedo-Vila, Anibal",,PR,,01679,501.0,552
"Ackerman, Gary L.",,NY,,00004,7299.0,553
"Adams, Brock",,WA,,00005,1309.0,554
"Adams, Sandy",,FL,,02006,156.0,555
"Addabbo, Joseph P.",,NY,,00006,1631.0,556
"Adler, John H.",,NJ,,01935,234.0,557
"Akaka, Daniel K.",,HI,,00007,5234.0,558
"Akin, W. Todd",,MO,,01655,1632.0,559
"Albosta, Donald J.",,MI,,00009,817.0,560
"Alexander, Bill",,AR,,00010,1179.0,561
"Alexander, Rodney",,LA,,01727,1439.0,562
"Allard, Wayne",,CO,,00011,1782.0,563
"Allen, George",,VA,,00013,1066.0,564
"Allen, Thomas H.",,ME,,01461,2247.0,565
"Altmire, Jason",,PA,,01873,1109.0,566
"Ambro, Jerome A.",,NY,,00014,150.0,567
"Anderson, Glenn M.",,CA,,00016,1868.0,568
"Anderson, John B.",,IL,,00017,134.0,569
"Andrews, Ike",,NC,,00018,425.0,570
"Andrews, Mark",,ND,,00019,1155.0,571
"Andrews, Michael",,TX,,00020,1347.0,572
"Andrews, Robert E.",,NJ,,00021,4503.0,573
"Andrews, Thomas H.",,ME,,00022,621.0,574
"Annunzio, Frank",,IL,,00023,1684.0,575
"Anthony, Beryl, Jr.",,AR,,00024,1312.0,576
"Applegate, Douglas",,OH,,00025,2212.0,577
"Archer, Bill",,TX,,00026,1681.0,578
"Arcuri, Michael A.",,NY,,01867,915.0,579
"Armey, Richard K.",,TX,,00028,2150.0,580
"Armstrong, William L.",,CO,,00029,889.0,581
"Ashbrook, Jean",,OH,,00030,2.0,582
"Ashbrook, John M.",,OH,,00031,313.0,583
"Ashcroft, John",,MO,,01274,594.0,584
"Ashley, Thomas L.",,OH,,00032,64.0,585
"Aspin, Les",,WI,,00033,1030.0,586
"Atkins, Chester G.",,MA,,00034,2617.0,587
"Atkinson, Eugene V.",,PA,,00035,387.0,588
"AuCoin, Les",,OR,,00036,2181.0,589
"Austria, Steve",,OH,,01947,415.0,590
"Baca, Joe",,CA,,01614,2615.0,591
"Bacchus, Jim",,FL,,00037,834.0,592
"Bachmann, Michele",,MN,,01858,1191.0,593
"Bachus, Spencer",,AL,,00038,3001.0,594
"Badham, Robert E.",,CA,,00039,1374.0,595
"Baesler, Scotty",,KY,,00041,371.0,596
"Bafalis, L. A. (Skip)",,FL,,00042,489.0,597
"Bailey, Donald A.",,PA,,00043,568.0,598
"Bailey, Wendell",,MO,,00044,168.0,599
"Baird, Brian",,WA,,01557,1901.0,600
"Baker, Bill",,CA,,00045,555.0,601
"Baker, Howard H., Jr.",,TN,,01275,542.0,602
"Baker, Richard H.",,LA,,00047,2847.0,603
"Baldacci, John Elias",,ME,,00048,1368.0,604
"Baldus, Alvin J.",,WI,,00049,125.0,605
"Ballance, Frank W.,  Jr.",,NC,,01734,214.0,606
"Ballenger, Cass",,NC,,00050,2341.0,607
"Barber, Ron",,AZ,,02093,311.0,608
"Barca, Peter",,WI,,00051,199.0,609
"Barcia, James A.",,MI,,00052,1219.0,610
"Barkley, Dean M.",,MN,,01690,2.0,611
"Barlow, Tom",,KY,,00053,236.0,612
"Barnard, Doug, Jr.",,GA,,00054,2139.0,613
"Barnes, Michael D.",,MD,,00055,1960.0,614
"Barr, Bob",,GA,,00056,953.0,615
"Barrett, Bill",,NE,,00057,889.0,616
"Barrett, J. Gresham",,SC,,01745,1067.0,617
"Barrett, Thomas M.",,WI,,00058,1732.0,618
"Barrow, John",,GA,,01780,1294.0,619
"Bartlett, Roscoe G.",,MD,,00060,3570.0,620
"Bartlett, Steve",,TX,,00061,838.0,621
"Bass, Charles F.",,NH,,00063,980.0,622
"Bateman, Herbert H.",,VA,,00064,2368.0,623
"Bates, Jim",,CA,,00065,2175.0,624
"Baucus, Max",,MT,,00066,4173.0,625
"Bauman, Robert E.",,MD,,00067,172.0,626
"Bayh, Birch",,IN,,01277,247.0,627
"Bayh, Evan",,IN,,01572,1398.0,628
"Bean, Melissa L.",,IL,,01782,600.0,629
"Beard, Edward",,RI,,00068,213.0,630
"Beard, Robin",,TN,,00069,460.0,631
"Beauprez, Bob",,CO,,01712,504.0,632
"Bedell, Berkley W.",,IA,,00071,2217.0,633
"Begich, Mark",,AK,,01898,1443.0,634
"Beilenson, Anthony C.",,CA,,00072,2481.0,635
"Bell, Chris",,TX,,01750,363.0,636
"Bellmon, Henry L.",,OK,,01279,122.0,637
"Benedict, Cleve",,WV,,00074,193.0,638
"Benjamin, Adam, Jr.",,IN,,00076,434.0,639
"Bennett, Charles E.",,FL,,00077,2309.0,640
"Bennett, Robert F.",,UT,,01280,1275.0,641
"Bentivolio, Kerry L.",,MI,,02135,327.0,642
"Bentley, Helen Delich",,MD,,00078,2983.0,643
"Bentsen, Ken",,TX,,00079,977.0,644
"Bentsen, Lloyd M.",,TX,,01282,2121.0,645
"Bereuter, Doug",,NE,,00080,3948.0,646
"Berg, Rick",,ND,,02037,165.0,647
"Berkley, Shelley",,NV,,01576,3417.0,648
"Berman, Howard L.",,CA,,00082,7207.0,649
"Berry, Marion",,AR,,01462,1532.0,650
"Bethune, Ed",,AR,,00083,408.0,651
"Bevill, Tom",,AL,,00084,3030.0,652
"Biaggi, Mario",,NY,,00085,2482.0,653
"Biden, Joseph R., Jr.",,DE,,01284,2912.0,654
"Biggert, Judy",,IL,,01577,1698.0,655
"Bilbray, Brian P.",,CA,,00087,1850.0,656
"Bilbray, James H.",,NV,,00088,1660.0,657
"Bilirakis, Michael",,FL,,00089,3508.0,658
"Bingaman, Jeff",,NM,,01285,4540.0,659
"Bingham, Jonathan B.",,NY,,00090,762.0,660
"Bishop, Timothy H.",,NY,,01740,2486.0,661
"Blackwell, Lucien E.",,PA,,00093,588.0,662
"Blagojevich, Rod R.",,IL,,01463,1036.0,663
"Blanchard, James",,MI,,00094,522.0,664
"Blaz, Ben G.",,GU,,00096,1225.0,665
"Bliley, Tom",,VA,,00097,3082.0,666
"Blute, Peter I.",,MA,,00100,666.0,667
"Boccieri, John A.",,OH,,01949,243.0,668
"Boehlert, Sherwood",,NY,,00101,3949.0,669
"Boggs, Corinne C. (Lindy)",,LA,,00103,965.0,670
"Boland, Edward P.",,MA,,00104,1158.0,671
"Bolling, Richard",,MO,,00105,138.0,672
"Bond, Christopher S.",,MO,,01286,2454.0,673
"Boner, William H.",,TN,,00106,1242.0,674
"Bonilla, Henry",,TX,,00107,1059.0,675
"Bonior, David E.",,MI,,00108,5348.0,676
"Bonker, Don",,WA,,00109,1072.0,677
"Bonner, Jo",,AL,,01703,1073.0,678
"Bono Mack, Mary",,CA,,01465,457.0,679
"Bono, Mary",,CA,,01465,1216.0,680
"Bono, Sonny",,CA,,00110,360.0,681
"Boren, Dan",,OK,,01796,1255.0,682
"Boren, David L.",,OK,,01287,2390.0,683
"Borski, Robert A.",,PA,,00111,3237.0,684
"Boschwitz, Rudy",,MN,,01288,2164.0,685
"Bosco, Douglas H.",,CA,,00112,1247.0,686
"Boswell, Leonard L.",,IA,,01466,2368.0,687
"Boucher, Rick",,VA,,00113,4350.0,688
"Boulter, Beau",,TX,,00114,485.0,689
"Bowen, David R.",,MS,,00115,522.0,690
"Boyd, Allen",,FL,,01467,1230.0,691
"Boyda, Nancy E.",,KS,,01852,476.0,692
"Brademas, John",,IN,,00117,82.0,693
"Bradley, Bill",,NJ,,01289,2653.0,694
"Bradley, Jeb",,NH,,01736,533.0,695
"Brady, Nicholas",,NJ,,01290,15.0,696
"Braley, Bruce L.",,IA,,01845,1579.0,697
"Breaux, John B.",,LA,,00120,2856.0,698
"Brennan, Joseph E.",,ME,,00122,575.0,699
"Brewster, Bill K.",,OK,,00123,698.0,700
"Bright, Bobby",,AL,,01905,191.0,701
"Brinkley, Jack",,GA,,00124,290.0,702
"Britt, Robin",,NC,,00125,368.0,703
"Brodhead, William",,MI,,00126,631.0,704
"Brooks, Jack B.",,TX,,00127,1152.0,705
"Broomfield, William S.",,MI,,00128,1713.0,706
"Broun, Paul C.",,GA,,01882,1270.0,707
"Browder, Glen",,AL,,00130,671.0,708
"Brown, Clarence, Jr.",,OH,,00131,425.0,709
"Brown, George E., Jr.",,CA,,00134,4210.0,710
"Brown, Hank",,CO,,00135,2085.0,711
"Brown, Henry E., Jr.",,SC,,01669,1493.0,712
"Brown, Scott P.",,MA,,01975,371.0,713
"Brown-Waite, Ginny",,FL,,01713,1405.0,714
"Brownback, Sam",,KS,,00137,1833.0,715
"Broyhill, James T.",,NC,,00138,788.0,716
"Bruce, Terry L.",,IL,,00140,1137.0,717
"Bryan, Richard H.",,NV,,01293,1219.0,718
"Bryant, Ed",,TN,,00141,699.0,719
"Bryant, John W.",,TX,,00142,2622.0,720
"Buchanan, John",,AL,,00143,353.0,721
"Buechner, Jack",,MO,,00144,861.0,722
"Buerkle, Ann Marie",,NY,,02045,211.0,723
"Bumpers, Dale",,AR,,01295,2512.0,724
"Bunn, Jim",,OR,,00145,91.0,725
"Bunning, Jim",,KY,,00146,2503.0,726
"Burdick, Joycelyn",,ND,,01296,10.0,727
"Burdick, Quentin N.",,ND,,01297,2868.0,728
"Burgener, Clair W.",,CA,,00147,632.0,729
"Burlison, Bill D.",,MO,,00152,34.0,730
"Burns, Conrad R.",,MT,,01298,2292.0,731
"Burns, Max",,GA,,01721,206.0,732
"Burris, Roland",,IL,,01963,347.0,733
"Burton, Dan",,IN,,00154,6493.0,734
"Burton, John",,CA,,00155,394.0,735
"Burton, Phillip",,CA,,00156,528.0,736
"Burton, Sala",,CA,,00157,991.0,737
"Bustamante, Albert G.",,TX,,00158,2657.0,738
"Butler, M. Caldwell",,VA,,00159,429.0,739
"Buyer, Stephen E.",,IN,,00160,354.0,740
"Buyer, Steve",,IN,,00160,868.0,741
"Byrd, Harry F.,  Jr.",,VA,,01300,172.0,742
"Byrd, Robert C.",,WV,,01299,2260.0,743
"Byrne, Leslie L.",,VA,,00161,457.0,744
"Byron, Beverly B.",,MD,,00162,1549.0,745
"Callahan, Sonny",,AL,,00164,1706.0,746
"Camp, Dave",,MI,,00166,2570.0,747
"Campbell, Ben Nighthorse",,CO,,00168,2391.0,748
"Campbell, Carroll A., Jr.",,SC,,00169,862.0,749
"Campbell, John",,CA,,01816,945.0,750
"Campbell, Tom",,CA,,00170,1253.0,751
"Canady, Charles T.",,FL,,00171,1118.0,752
"Cannon, Chris",,UT,,01470,1162.0,753
"Cannon, Howard W.",,NV,,01301,490.0,754
"Canseco, Francisco ""Quico""",,TX,,02066,310.0,755
"Cantor, Eric",,VA,,01674,1232.0,756
"Cao, Anh ""Joseph""",,LA,,01923,405.0,757
"Capps, Walter",,CA,,01472,152.0,758
"Cardoza, Dennis A.",,CA,,01709,1455.0,759
"Carman, Gregory W.",,NY,,00176,151.0,760
"Carnahan, Jean",,MO,,01680,243.0,761
"Carnahan, Russ",,MO,,01789,1620.0,762
"Carney, Christopher P.",,PA,,01876,885.0,763
"Carney, William",,NY,,00178,818.0,764
"Carr, Bob",,MI,,00180,1547.0,765
"Carson, Brad",,OK,,01665,527.0,766
"Carson, Julia",,IN,,01473,3058.0,767
"Carter, Tim Lee",,KY,,00181,338.0,768
"Case, Ed",,HI,,01693,1010.0,769
"Castle, Michael N.",,DE,,00183,1766.0,770
"Cavanaugh, John J.",,NE,,00184,233.0,771
"Cazayoux, Donald J., Jr.",,LA,,01891,59.0,772
"Chafee, John H.",,RI,,01303,3003.0,773
"Chafee, Lincoln",,RI,,01612,794.0,774
"Chambliss, Saxby",,GA,,00188,2438.0,775
"Chandler, Ben",,KY,,01759,1209.0,776
"Chandler, Rod D.",,WA,,00189,1716.0,777
"Chapman, Jim",,TX,,00190,1832.0,778
"Chappell, Bill, Jr.",,FL,,00191,1245.0,779
"Chappie, Eugene A.",,CA,,00192,890.0,780
"Cheney, Dick",,WY,,00193,793.0,781
"Chenoweth, Helen",,ID,,00194,462.0,782
"Chenoweth-Hage, Helen",,ID,,00194,212.0,783
"Chiesa, Jeff",,NJ,,02192,12.0,784
"Childers, Travis",,MS,,01893,262.0,785
"Chiles, Lawton",,FL,,01304,1346.0,786
"Chisholm, Shirley",,NY,,00195,650.0,787
"Chocola, Chris",,IN,,01726,327.0,788
"Christensen, Donna M.",,VI,,01474,3130.0,789
"Christensen, Donna MC",,VI,,01474,400.0,790
"Christensen, Jon",,NE,,00196,437.0,791
"Christian-Green, Donna M.",,VI,,01474,388.0,792
"Chrysler, Dick",,MI,,00197,192.0,793
"Church, Frank",,ID,,01305,212.0,794
"Clarke, Hansen",,MI,,02030,329.0,795
"Clarke, James McC.",,NC,,00200,822.0,796
"Clausen, Don H.",,CA,,00201,430.0,797
"Clay, William (Bill)",,MO,,00203,3092.0,798
"Clayton, Eva M.",,NC,,00204,1564.0,799
"Cleland, Max",,GA,,01540,879.0,800
"Clement, Bob",,TN,,00205,2202.0,801
"Cleveland, James C.",,NH,,00206,315.0,802
"Clinger, William F., Jr.",,PA,,00207,2811.0,803
"Clinton, Hillary Rodham",,NY,,01631,2367.0,804
"Cobey, William W.",,NC,,00210,309.0,805
"Coble, Howard",,NC,,00211,3726.0,806
"Coburn, Tom",,OK,,00212,990.0,807
"Coburn, Tom A.",,OK,,00212,674.0,808
"Coelho, Anthony Lee",,CA,,00214,2249.0,809
"Cohen, William S.",,ME,,00215,2128.0,810
"Coleman, E. Thomas",,MO,,00216,975.0,811
"Coleman, Norm",,MN,,01697,1146.0,812
"Coleman, Ronald D.",,TX,,00217,1735.0,813
"Collins, Barbara-Rose",,MI,,00219,745.0,814
"Collins, Cardiss",,IL,,00220,4498.0,815
"Collins, James M.",,TX,,00221,647.0,816
"Collins, Mac",,GA,,00222,1022.0,817
"Colordao, Antonio",,PR,,00223,63.0,818
"Combest, Larry",,TX,,00224,1284.0,819
"Conable, Barber B., Jr.",,NY,,00225,531.0,820
"Condit, Gary A.",,CA,,00226,1581.0,821
"Conrad, Kent",,ND,,01307,3078.0,822
"Conte, Silvio O.",,MA,,00228,2364.0,823
"Cook, Merrill",,UT,,01475,624.0,824
"Cooksey, John",,LA,,01476,674.0,825
"Cooley, Wes",,OR,,00230,261.0,826
"Coppersmith, Sam",,AZ,,00232,246.0,827
"Corcoran, Tom",,IL,,00233,1111.0,828
"Corman, James C.",,CA,,00234,231.0,829
"Corrada, Baltasar",,PR,,00237,1433.0,830
"Corzine, Jon S.",,NJ,,01630,1159.0,831
"Costello, Jerry F.",,IL,,00238,3319.0,832
"Cotter, William R.",,CT,,00239,151.0,833
"Coughlin, Lawrence",,PA,,00240,1327.0,834
"Courter, Jim",,NJ,,00241,1722.0,835
"Coverdell, Paul",,GA,,01310,767.0,836
"Cowan, William M.",,MA,,02189,58.0,837
"Cox, Christopher",,CA,,00242,2144.0,838
"Cox, John W., Jr.",,IL,,00243,181.0,839
"Coyne, James K.",,PA,,00244,390.0,840
"Coyne, William J.",,PA,,00245,2724.0,841
"Craig, Larry E.",,ID,,00246,3610.0,842
"Cramer, Robert E. (Bud), Jr.",,AL,,00247,2037.0,843
"Crane, Daniel B.",,IL,,00248,602.0,844
"Crane, Philip M.",,IL,,00249,3049.0,845
"Cranston, Alan",,CA,,01311,3147.0,846
"Cravaack, Chip",,MN,,02031,179.0,847
"Cremeans, Frank A.",,OH,,00251,122.0,848
"Critz, Mark S.",,PA,,01977,362.0,849
"Crockett, George W., Jr.",,MI,,00252,2862.0,850
"Cubin, Barbara",,WY,,00254,1471.0,851
"Culver, John C.",,IA,,00255,116.0,852
"Cunningham, Randy (Duke)",,CA,,00258,2149.0,853
"Curson, David Alan",,MI,,02095,6.0,854
"D'Amato, Alfonse",,NY,,01313,3589.0,855
"D'Amours, Norman E.",,NH,,00259,899.0,856
"Dahlkemper, Kathleen A.",,PA,,01951,313.0,857
"Danforth, John C.",,MO,,01314,1905.0,858
"Daniel, Robert W., Jr.",,VA,,00260,429.0,859
"Daniel, W. C. (Dan)",,VA,,00261,1253.0,860
"Danielson, George E.",,CA,,00263,258.0,861
"Dannemeyer, William E.",,CA,,00264,2161.0,862
"Danner, Pat",,MO,,00265,947.0,863
"Darden, George (Buddy)",,GA,,00266,1755.0,864
"Daschle, Thomas A.",,SD,,00267,4767.0,865
"Daub, Hal",,NE,,00268,1982.0,866
"Davis, Artur",,AL,,01705,1069.0,867
"Davis, David",,TN,,01877,406.0,868
"Davis, Geoff",,KY,,01784,976.0,869
"Davis, Jack",,IL,,00270,522.0,870
"Davis, Jim",,FL,,01478,901.0,871
"Davis, Jo Ann",,VA,,01672,1335.0,872
"Davis, Lincoln",,TN,,01747,1079.0,873
"Davis, Mendel J.",,SC,,00272,104.0,874
"Davis, Robert W.",,MI,,00273,1937.0,875
"Davis, Thomas M.",,VA,,00274,761.0,876
"Davis, Tom",,VA,,00274,1059.0,877
"Dayton, Mark",,MN,,01629,991.0,878
"DeConcini, Dennis",,AZ,,01315,3751.0,879
"DeLay, Tom",,TX,,00282,2097.0,880
"DeMint, Jim",,SC,,01605,1368.0,881
"DeNardis, Lawrence J.",,CT,,00285,295.0,882
"DeWine, Mike",,OH,,00293,3442.0,883
"Deal, Nathan",,GA,,00277,1789.0,884
"Deckard, Joel",,IN,,00278,131.0,885
"Delahunt, Bill",,MA,,01480,458.0,886
"Delahunt, William D.",,MA,,01480,2216.0,887
"Dellums, Ronald V.",,CA,,00284,4905.0,888
"Denton, Jeremiah",,AL,,01316,819.0,889
"Derrick, Butler C.",,SC,,00289,1597.0,890
"Derwinski, Edward J.",,IL,,00290,661.0,891
"Deutsch, Peter",,FL,,00291,1810.0,892
"Devine, Samuel L.",,OH,,00292,190.0,893
"Diaz-Balart, Lincoln",,FL,,00294,2050.0,894
"Dickey, Jay",,AR,,00295,847.0,895
"Dickinson, William L.",,AL,,00296,1229.0,896
"Dicks, Norman D.",,WA,,00297,3221.0,897
"Diggs, Charles C., Jr.",,MI,,00298,180.0,898
"Dingell, John D.",,MI,,00299,3362.0,899
"DioGuardi, Joseph J.",,NY,,00300,1027.0,900
"Dixon, Alan J.",,IL,,01317,2149.0,901
"Dixon, Julian C.",,CA,,00301,3329.0,902
"Djou, Charles K.",,HI,,01978,86.0,903
"Dodd, Christopher J.",,CT,,00302,5491.0,904
"Dole, Elizabeth",,NC,,01698,728.0,905
"Dole, Robert J.",,KS,,01318,3491.0,906
"Domenici, Pete V.",,NM,,01319,3545.0,907
"Donnelly, Brian J.",,MA,,00304,2035.0,908
"Dooley, Calvin M.",,CA,,00306,1305.0,909
"Doolittle, John T.",,CA,,00307,2977.0,910
"Dorgan, Byron L.",,ND,,00308,4072.0,911
"Dornan, Robert K.",,CA,,00310,4369.0,912
"Dougherty, Charles F.",,PA,,00311,822.0,913
"Douglas, Chuck",,NH,,00312,267.0,914
"Dowdy, Wayne",,MS,,00313,1049.0,915
"Downey, Thomas J.",,NY,,00314,2616.0,916
"Drake, Thelma D.",,VA,,01808,693.0,917
"Dreier, David",,CA,,00317,2790.0,918
"Driehaus, Steve",,OH,,01946,240.0,919
"Drinan, Robert F.",,MA,,00318,349.0,920
"Duncan, John J.",,TN,,00321,1633.0,921
"Duncan, Robert B.",,OR,,00323,145.0,922
"Dunn, Jennifer",,WA,,00324,1337.0,923
"Dunn, Jim",,MI,,00325,213.0,924
"Durenberger, Dave",,MN,,01321,3299.0,925
"Durkin, John A.",,NH,,01322,260.0,926
"Dwyer, Bernard J.",,NJ,,00327,3705.0,927
"Dymally, Mervyn M.",,CA,,00328,3408.0,928
"Dyson, Roy",,MD,,00329,1927.0,929
"Eagleton, Thomas F.",,MO,,01323,716.0,930
"Early, Joseph D.",,MA,,00330,582.0,931
"East, John P.",,NC,,01324,626.0,932
"Eckart, Dennis E.",,OH,,00331,2358.0,933
"Eckert, Fred J.",,NY,,00332,136.0,934
"Eckhardt, Bob",,TX,,00333,74.0,935
"Edgar, Robert W.",,PA,,00334,2315.0,936
"Edwards, Chet",,TX,,00335,1475.0,937
"Edwards, Don",,CA,,00336,2800.0,938
"Edwards, Jack",,AL,,00337,404.0,939
"Edwards, John",,NC,,01573,612.0,940
"Edwards, Mickey",,OK,,00338,1746.0,941
"Ehlers, Vernon J.",,MI,,00339,2186.0,942
"Ehrlich, Robert L., Jr.",,MD,,00340,767.0,943
"Ellsworth, Brad",,IN,,01851,576.0,944
"Emanuel, Rahm",,IL,,01725,1276.0,945
"Emerson, Bill",,MO,,00342,3595.0,946
"Emerson, Jo Ann",,MO,,01481,2318.0,947
"Emery, David F.",,ME,,00343,437.0,948
"English, Glenn",,OK,,00345,1605.0,949
"English, Karan",,AZ,,00346,136.0,950
"English, Phil",,PA,,00347,4131.0,951
"Ensign, John",,NV,,00348,1533.0,952
"Enyart, William L.",,IL,,02125,495.0,953
"Erdahl, Arlen",,MN,,00349,590.0,954
"Erdreich, Ben",,AL,,00350,1575.0,955
"Erlenborn, John N.",,IL,,00351,280.0,956
"Ertel, Allen E.",,PA,,00352,469.0,957
"Espy, Mike",,MS,,00356,1774.0,958
"Etheridge, Bob",,NC,,01482,1864.0,959
"Evans, Billy Lee",,GA,,00357,657.0,960
"Evans, Cooper",,IA,,00358,751.0,961
"Evans, Daniel J.",,WA,,01327,393.0,962
"Evans, David W.",,IN,,00359,186.0,963
"Evans, Lane",,IL,,00361,7075.0,964
